timestamp,open,high,low,close,volume,rel_change,trend_ema
2025-09-11 09:30:00,4256.219822611429,4256.390290468572,4253.384980825714,4253.827395111429,7762.017512928572,-0.10141038338659568,-0.005832668504766835
2025-09-11 09:35:00,4253.827395111429,4254.832384397143,4253.81899154,4253.944259397143,1947.9888452142857,0.0824481309184301,-0.002370676370523818
2025-09-11 09:40:00,4253.944259397143,4253.95484154,4251.174061182857,4251.310096897143,900.9933950714286,-0.006689249122507742,-0.0025400321647192662
2025-09-11 09:45:00,4251.310096897143,4252.944118682857,4249.0548111828575,4252.81978154,2722698.7171019283,-0.030171567332484432,-0.00362362177914143
2025-09-11 09:50:00,4252.81978154,4253.366930468571,4250.508392254285,4251.792441182857,1211.1016528571429,0.0036493807280502904,-0.0033384059945456763
2025-09-11 09:55:00,4251.792441182857,4253.623198325714,4250.794005111428,4253.547594397142,224.4211882857143,-0.01215012121727239,-0.0036839634542604493
2025-09-11 10:00:00,4253.547594397142,4255.6903636828565,4253.49875154,4255.661063682857,323.1791169285715,0.0334988552525149,-0.002225813701053573
2025-09-11 10:05:00,4255.661063682857,4256.576042254285,4254.982120825714,4255.95320654,184.13824792857142,-0.049993297847842184,-0.004099048373476656
2025-09-11 10:10:00,4255.95320654,4256.96110904,4254.63875654,4256.285580468571,1587.7769974285713,0.0034350505856000396,-0.003803593512336394
2025-09-11 10:15:00,4256.285580468571,4258.562016182857,4255.172804754286,4258.425312611428,673.4906888571429,-0.04310748383944645,-0.005344922544772083
2025-09-11 10:20:00,4258.425312611428,4258.547778682857,4255.471619754286,4255.601167254285,1264.9445717857143,0.01847649269417138,-0.004410749398146849
2025-09-11 10:25:00,4255.601167254285,4256.622956182857,4255.282097968572,4256.236052254286,1747.6776757857144,-0.046647643851836985,-0.006067098200252344
2025-09-11 10:30:00,4256.236052254286,4259.400697254286,4256.231091897143,4259.393601897143,3377.750288857143,-0.012909895269883858,-0.006335443183375149
2025-09-11 10:35:00,4259.393601897143,4260.461367968572,4257.316373325714,4259.4875690399995,543.1880297857143,0.04029385822958103,-0.004506843127965103
2025-09-11 10:40:00,4259.4875690399995,4259.985710468929,4258.697754754286,4258.782675826072,2741660.5493502854,0.03230964912159438,-0.0030630591181784565
2025-09-11 10:45:00,4258.782675826072,4259.514314040357,4258.426815111072,4259.4360047539285,1569482.450769857,0.028072246257042157,-0.0018420667505227464
2025-09-11 10:50:00,4259.4360047539285,4261.7041211825,4259.190632968214,4259.599127611072,294.88018957142856,0.022628763960518192,-0.0008824263304819254
2025-09-11 10:55:00,4259.599127611072,4259.697924396785,4259.596769039644,4259.6302104682145,735.7252500000001,-0.01604963303605624,-0.001477218750308369
2025-09-11 11:00:00,4259.6302104682145,4259.676946182501,4259.416109753928,4259.4632586825,1534.2610357142858,-0.019057958569608315,-0.002166659527535818
2025-09-11 11:05:00,4259.4632586825,4259.480244397143,4258.721685111072,4259.432467254285,1185250.1599167858,-0.012362860763663013,-0.0025665105564035514
2025-09-11 11:10:00,4259.432467254285,4259.76261154,4258.691716897143,4258.93000654,1411.9077744285714,-0.017970650955637896,-0.0031705944936284277
2025-09-11 11:15:00,4258.93000654,4258.930551897857,4258.024646182857,4258.035414755,2944654.100406,-0.0313150952135676,-0.004274300404214278
2025-09-11 11:20:00,4258.035414755,4258.035927612143,4256.787014040715,4256.820348683572,979.4006669285715,-0.0852733228363275,-0.0074507326564540125
2025-09-11 11:25:00,4256.820348683572,4256.824434397857,4255.371397255,4255.570275826429,10175.428653071429,-0.017198978093056563,-0.00783301679122274
