timestamp,volume,rel_change,trend_ema
2025-09-11 13:06:00,2239.647268142857,-0.07814525459248925,-0.011631691844739524
2025-09-11 13:09:00,5575.505494428571,-0.19541812485852908,-0.018839002943319506
2025-09-11 13:12:00,3538.1158332857144,-0.15312029972298793,-0.024104936150365328
2025-09-11 13:15:00,1492.2329557857142,0.0034051129131522162,-0.023026110696894052
2025-09-11 13:18:00,438.04898385714284,0.11430079233274636,-0.017640741950633643
2025-09-11 13:21:00,518.2458399285714,0.04498545811832994,-0.015184812536164482
2025-09-11 13:24:00,1168335.3859423571,0.056552204983732555,-0.012371596162835187
2025-09-11 13:27:00,103.92843735714287,-0.01435830419478011,-0.012449506281734987
2025-09-11 13:30:00,146.87228992857143,0.10095838915285657,-0.008002137833319631
2025-09-11 13:33:00,746.7699645714285,0.049978745161160285,-0.005728377715889047
2025-09-11 13:36:00,605.5217182142858,0.005232102397843631,-0.005298554966330903
2025-09-11 13:39:00,726.391495357143,0.12255006371339432,-0.00028488364555736504
2025-09-11 13:42:00,1133.1719652857144,-0.0544829784686384,-0.002410299128815445
2025-09-11 13:45:00,4785.752865714285,-0.010076505312454314,-0.0027109346654287337
2025-09-11 13:48:00,4912.622193642857,-0.05154273944735737,-0.004625907401974955
2025-09-11 13:51:00,9069.332139857144,0.08130361075459058,-0.0012561223762272873
2025-09-11 13:54:00,846.0121220714285,0.029005750301238403,-6.938227122863286e-05
2025-09-11 13:57:00,1037327.9276587857,0.1899458348056354,0.007382194869040544
2025-09-11 14:00:00,896.8505674285715,-0.039808268346549255,0.00553158846842918
2025-09-11 14:03:00,3444.975820142857,-0.035126504558978734,0.003937153447746517
2025-09-11 14:06:00,849.1886833571427,-0.0439554510971385,0.0020590120930451435
2025-09-11 14:09:00,390.8853820714286,-0.16280046687440405,-0.004406065513521492
2025-09-11 14:12:00,565.6575981428572,-0.02338259751909409,-0.005150243239230221
2025-09-11 14:15:00,734.4509343571427,-0.14209702818296763,-0.01052070539388659
2025-09-11 14:18:00,679.4867041428571,-0.17109332120269852,-0.01681767071972235
2025-09-11 14:21:00,850.3703274285715,-0.05855941581432315,-0.018454601899902775
2025-09-11 14:24:00,709.0805140714285,0.02062490931551578,-0.016922072048317735
2025-09-11 14:27:00,147.67859199999998,-0.040174661338663556,-0.017833938294997964
2025-09-11 14:30:00,3970578.6104770713,0.15983578293670972,-0.010866498246695704
2025-09-11 14:33:00,1272.3019685,0.19096906561566643,-0.0029513780952305233
2025-09-11 14:36:00,6865870.815462786,0.04695215369094936,-0.0009943768487136653
2025-09-11 14:39:00,512.6932992142857,0.05609185152115416,0.0012442987736340926
2025-09-11 14:42:00,9841654.149873927,0.03937478440741477,0.0027396119357431387
2025-09-11 14:45:00,676.8001352142857,-0.025566472860248064,0.0016295693947238762
2025-09-11 14:48:00,1531.5029214285714,-0.000782155359554948,0.0015349919533796086
2025-09-11 14:51:00,1118.3074095,-0.0629219465526116,-0.000992731125286713
2025-09-11 14:54:00,12571275.173585858,-0.12988906594081123,-0.0060474893533464975
2025-09-11 14:57:00,2457271.6925796424,-0.021262976649828538,-0.006644175129679127
2025-09-11 15:00:00,2969441.9518607142,-0.00249288245466685,-0.006481379338502175
2025-09-11 15:03:00,200.61532985714285,-0.014885938003782382,-0.006810969874395517
2025-09-11 15:06:00,79.012251,-0.10557639958790332,-0.010684123980807588
2025-09-11 15:09:00,3162375.411130071,-0.02567285104838097,-0.0112719171991438
2025-09-11 15:12:00,10.164649642857142,-0.00029849046760201315,-0.010841586739083338
2025-09-11 15:15:00,472.39778642857146,0.04424003896806861,-0.008681522985861693
2025-09-11 15:18:00,7.416411785714286,0.08156943166733877,-0.0051422698622067735
2025-09-11 15:21:00,253.84380328571427,-0.042858381157129255,-0.00662133305024295
2025-09-11 15:24:00,489.8740656428571,-0.08675500801073639,-0.009763830107517201
2025-09-11 15:27:00,1395185.4958719283,-0.26533089339017585,-0.019786067883307737
2025-09-11 15:30:00,928.4779385714285,0.005674065161364357,-0.018787631293320596
2025-09-11 15:33:00,441.9834543571428,0.004188089904220783,-0.017886622618907208
2025-09-11 15:36:00,242.92859385714286,-0.0014833760007219668,-0.017243358045645044
2025-09-11 15:39:00,22.789961,-0.04081964459712278,-0.018167918302565738
2025-09-11 15:42:00,142.6829725,-0.0276026567332963,-0.01853790804494733
2025-09-11 15:45:00,1532813.6045545,-0.09407488062180795,-0.021500142263647746
2025-09-11 15:48:00,175.97453492857144,-0.0023476530344980684,-0.020749064254661484
2025-09-11 15:51:00,566.803185,0.185956196546944,-0.012642975595774996
2025-09-11 15:54:00,62.88017857142857,0.023554630948299397,-0.011223461613654432
2025-09-11 15:57:00,2605499.991511214,-0.002241149654202571,-0.010871214085832791
2025-09-11 16:00:00,137.6715052857143,0.05976811274281362,-0.00810104440627803
2025-09-11 16:03:00,1166526.3133832857,0.06667467463148827,-0.005168663267542097
2025-09-11 16:06:00,84.76940214285715,0.0025471044695151474,-0.0048660841405986765
2025-09-11 16:09:00,71.51535071428572,0.05430423433943145,-0.0025456794943229857
2025-09-11 16:12:00,122.74615128571429,-0.03287370070721797,-0.003735013659534554
2025-09-11 16:15:00,196.75094921428573,0.08286681126108102,-0.00033886366264766895
2025-09-11 16:18:00,198.95972771428572,0.04669192044726235,0.0015054808122507632
2025-09-11 16:21:00,398.4343092857143,-0.01604880905272705,0.0008170772881339864
2025-09-11 16:24:00,1619082.4189789284,-0.05269151870089766,-0.0012812990251613722
2025-09-11 16:27:00,144.43303114285715,-0.017543465667845974,-0.00191903105036469
